name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,StreetAddress,AddressLocality,AddressRegion,openingHoursSpecification,addressString,geoString,ratingString
Clandestino (Gourmet de Barrio),https://www.ubereats.com/mx-en/store/clandestino-gourmet-de-barrio/SsUxK1JPToGofqKJAyCSnQ,Ciudad de México,"['Burgers', 'American', 'Sandwiches', 'Allergy Friendly']",,,,19.39273929259553,-99.19849376699378,+525530791653,01140,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:30', 'closes': '1:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:30', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:30', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'DF', 'postalCode': '01140', 'addressCountry': 'MX', 'streetAddress': 'Paralela 1'}","{'@type': 'GeoCoordinates', 'latitude': 19.39273929259553, 'longitude': -99.19849376699378}",{}
Cookievery 🛒🍪(Santa Fe),https://www.ubereats.com/mx-en/store/cookievery-santa-fe/vFxG3PDsWvK-M_lr2uVK-g,Mexico City,"['Bakery', 'Desserts']",,,$,19.36991553632425,-99.28557856024204,+525560554739,05200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '8:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Mexico City', 'postalCode': '05200', 'addressCountry': 'MX', 'streetAddress': 'Calle Constituyente Héctor Victoria 125'}","{'@type': 'GeoCoordinates', 'latitude': 19.36991553632425, 'longitude': -99.28557856024204}",{}
La Casita del Rincón,https://www.ubereats.com/mx-en/store/la-casita-del-rincon/Vps76fjIT1WNRFc6RLYmFw,Magdalena Contreras,['Mexican'],,,,19.320922058527202,-99.23992879648381,+525531887240,10010,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '13:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '12:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Magdalena Contreras', 'addressRegion': 'LATAM', 'postalCode': '10010', 'addressCountry': 'MX', 'streetAddress': 'Calle Presa 11, Colonia Malinche'}","{'@type': 'GeoCoordinates', 'latitude': 19.320922058527202, 'longitude': -99.23992879648381}",{}
Alitas Grill Viaducto Miguel Aleman,https://www.ubereats.com/mx-en/store/alitas-grill-viaducto-miguel-aleman/y8cHpnWMXlabYAz5BkUxaQ,Benito Juárez,"['Wings', 'American', 'Fast Food']",,,,19.401287545587834,-99.1645079965737,+525535556970,03000,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '16:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '16:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '15:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '16:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'Mexico City', 'postalCode': '03000', 'addressCountry': 'MX', 'streetAddress': 'Viaducto Presidente Miguel Alemán 170'}","{'@type': 'GeoCoordinates', 'latitude': 19.401287545587834, 'longitude': -99.1645079965737}",{}
Pacomer,https://www.ubereats.com/mx-en/store/pacomer/PvAXkULnTMGIEqrvP5yn1w,Álvaro Obregón,['Mexican'],,,,19.35811,-99.25561,+525518812807,01500,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Álvaro Obregón', 'addressRegion': 'DF', 'postalCode': '01500', 'addressCountry': 'MX', 'streetAddress': 'Calle Corregidora 80'}","{'@type': 'GeoCoordinates', 'latitude': 19.35811, 'longitude': -99.25561}",{}
Chops Sea Food,https://www.ubereats.com/mx-en/store/chops-sea-food/_xw4s6vBSiK67UtdRO7PwA,Ciudad de México,"['Asian', 'Asian Fusion', 'Korean', 'Allergy Friendly']",,,,19.387724,-99.16177,+525537561239,03020,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '03020', 'addressCountry': 'MX', 'streetAddress': 'Avenida División del Norte 820'}","{'@type': 'GeoCoordinates', 'latitude': 19.387724, 'longitude': -99.16177}",{}
Helados Holanda 🛒🍦 (Constitucion),https://www.ubereats.com/mx-en/store/helados-holanda-constitucion/KT5h6yYWStisSaRQVYmKcg,Mexico City,"['Comfort Food', 'Desserts', 'Ice Cream & Frozen Yogurt', 'Allergy Friendly']",5.0,11,$,19.34803,-99.06532,+525538862468,09260,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:15', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:50', 'closes': '15:17'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:15', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'CDMX', 'postalCode': '09260', 'addressCountry': 'MX', 'streetAddress': 'Carlos Ramírez Llaca #15'}","{'@type': 'GeoCoordinates', 'latitude': 19.34803, 'longitude': -99.06532}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '11'}"
Gaijin Ramen CO by Manka,https://www.ubereats.com/mx-en/store/gaijin-ramen-co-by-manka/GqjpxxJRVXKTD4Rnz33LrA,Mexico City,"['Chinese', 'Ramen', 'Japanese', 'Healthy']",4.3,237,$,19.306060474792073,-99.12469734212824,+525565171537,4921,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'CDMX', 'postalCode': '4921', 'addressCountry': 'MX', 'streetAddress': 'Canales Miramontes 3011 Local 15'}","{'@type': 'GeoCoordinates', 'latitude': 19.306060474792073, 'longitude': -99.12469734212824}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '237'}"
Munchies bar,https://www.ubereats.com/mx-en/store/munchies-bar/_RiguFXOX9KSaSGgUQDXrQ,Benito Juárez,"['Wings', 'American', 'Hot Dog', 'Fast Food']",4.6,11,,19.37896,-99.15251,+525584414613,03630,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '14:0', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'Mexico City', 'postalCode': '03630', 'addressCountry': 'MX', 'streetAddress': 'Monte Albán 517'}","{'@type': 'GeoCoordinates', 'latitude': 19.37896, 'longitude': -99.15251}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '11'}"
Mr. Churro,https://www.ubereats.com/mx-en/store/mr-churro/KR4utwaIU_-vmtT5U9H9UA,Ciudad de México,"['Coffee and Tea', 'Breakfast and Brunch']",,,,19.35955585209579,-99.27405896108078,+5550863262,05348,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '05348', 'addressCountry': 'MX', 'streetAddress': 'Lateral México Toluca 1235 Local 8'}","{'@type': 'GeoCoordinates', 'latitude': 19.35955585209579, 'longitude': -99.27405896108078}",{}
Bon,https://www.ubereats.com/mx-en/store/bon/Mknbsp7dWoaeFGj1bFY9Gg,Ciudad de México,"['Everyday Essentials', 'Mercado Express', 'Snacks', 'Specialty Foods']",,,,19.36984,-99.28575,+525554345068,05200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '16:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'Ciudad de México', 'postalCode': '05200', 'addressCountry': 'MX', 'streetAddress': 'Constituyente Héctor Victoria 125, Cuajimalpa de morelos'}","{'@type': 'GeoCoordinates', 'latitude': 19.36984, 'longitude': -99.28575}",{}
AlasBara,https://www.ubereats.com/mx-en/store/alasbara/G-u0kJJCTNeIMiBhkbqSIw,Benito Juárez,"['Affordable Meals', 'Wings', 'Chicken']",,,,19.39066,-99.16626,+525540710499,03103,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '13:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '13:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'DF', 'postalCode': '03103', 'addressCountry': 'MX', 'streetAddress': 'Avenida Coyoacán 512'}","{'@type': 'GeoCoordinates', 'latitude': 19.39066, 'longitude': -99.16626}",{}
Sushi Rods,https://www.ubereats.com/mx-en/store/sushi-rods/VI4tpQ_3Tp-lKxbXPUxsnQ,Ciudad de México,"['Sushi', 'Affordable Meals']",4.4,126,$,19.4749029,-99.2046101,+525577560035,02700,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'CDMX', 'postalCode': '02700', 'addressCountry': 'MX', 'streetAddress': 'Av. Morelos 160, San Miguel Amantla'}","{'@type': 'GeoCoordinates', 'latitude': 19.4749029, 'longitude': -99.2046101}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '126'}"
Pari 🛒🍾(Cuajimalpa),https://www.ubereats.com/mx-en/store/pari-cuajimalpa/KMTy_h8rVzWQGM6jU-rwyw,Cuajimalpa de Morelos,"['Alcohol', 'Liquor Stores', 'Drinks', 'Wine', 'Alcohol', 'Liquor Stores', 'Wine', 'Drinks', 'Beer', 'Grocery', 'Conveniência']",4.8,348,$,19.364354014775007,-99.28723009155355,+525523467140,05200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '3:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '3:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '3:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '3:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '3:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuajimalpa de Morelos', 'addressRegion': 'Mexico City', 'postalCode': '05200', 'addressCountry': 'MX', 'streetAddress': 'San José de los Cedros 31'}","{'@type': 'GeoCoordinates', 'latitude': 19.364354014775007, 'longitude': -99.28723009155355}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '348'}"
🚀🛒Súper Veloz by Chedraui (Legaria),https://www.ubereats.com/mx-en/store/super-veloz-by-chedraui-legaria/a218aoCnXtixJd1D4M7xSQ,Ciudad de México,"['Convenience', 'Mercado Express']",4.6,343,,19.45798,-99.19153,+525511038000,11410,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '11410', 'addressCountry': 'MX', 'streetAddress': '14 Calzada Legaria, Tacuba, Miguel Hidalgo'}","{'@type': 'GeoCoordinates', 'latitude': 19.45798, 'longitude': -99.19153}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '343'}"
Munchin Donuts Alvaro Obregon,https://www.ubereats.com/mx-en/store/munchin-donuts-alvaro-obregon/nHrzRa58TeOXyWSxrGvovA,Ciudad de México,['Desserts'],4.4,14,$$,19.3716027,-99.1964606,+5215555932540,01470,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'Ciudad de México', 'postalCode': '01470', 'addressCountry': 'MX', 'streetAddress': 'Rosa Reina 55, Molino de Rosas'}","{'@type': 'GeoCoordinates', 'latitude': 19.3716027, 'longitude': -99.1964606}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '14'}"
Kings House ,https://www.ubereats.com/mx-en/store/kings-house/KvWMuq2IRwa6r0fhAPMhjw,,"['Breakfast and Brunch', 'American', 'Sandwiches']",,,,19.354243613274313,-99.28534250459406,+525543481146,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '23:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 19.354243613274313, 'longitude': -99.28534250459406}",{}
The Burger Market Carso,https://www.ubereats.com/mx-en/store/the-burger-market-carso/o4Q2Y_bCTFa1VCQUdSE0EA,Miguel Hidalgo,"['Burgers', 'American', 'Sandwiches']",,,,19.44195,-99.20296,+525591303288,11529,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Miguel Hidalgo', 'addressRegion': 'LATAM', 'postalCode': '11529', 'addressCountry': 'MX', 'streetAddress': 'Lago Zurich 245'}","{'@type': 'GeoCoordinates', 'latitude': 19.44195, 'longitude': -99.20296}",{}
Tortas La Castellana,https://www.ubereats.com/mx-en/store/tortas-la-castellana/hAlrSr4OSg-ZShKo7U3e-g,Mexico City,"['Salads', 'American', 'Vegetarian', 'Affordable Meals']",4.1,20,,19.36717,-99.22959,+525556438112,01430,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Mexico City', 'postalCode': '01430', 'addressCountry': 'MX', 'streetAddress': 'Avenida Santa Lucía 1048'}","{'@type': 'GeoCoordinates', 'latitude': 19.36717, 'longitude': -99.22959}","{'@type': 'AggregateRating', 'ratingValue': 4.1, 'reviewCount': '20'}"
Desayunos Taquearte Salvador Agraz,https://www.ubereats.com/mx-en/store/desayunos-taquearte-salvador-agraz/rUU7H5-DSbm36GjTkQGraA,Mexico City,['Mexican'],,,$,19.360585,-99.2801566,+525550863137,5370,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '13:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:0', 'closes': '14:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Mexico City', 'postalCode': '5370', 'addressCountry': 'MX', 'streetAddress': '15 Juan Salvador Agraz'}","{'@type': 'GeoCoordinates', 'latitude': 19.360585, 'longitude': -99.2801566}",{}
Circle K 🛒 (Lilas),https://www.ubereats.com/mx-en/store/circle-k-lilas/IgLidgbbQkmySomYe4hhAQ,Ciudad de México,"['Convenience Store with Alcohol', 'Everyday Essentials', 'Mercado Express']",4.9,74,$$,19.3865773,-99.2473539,+525514521432,05120,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'Ciudad de México', 'postalCode': '05120', 'addressCountry': 'MX', 'streetAddress': 'Carr. México-Toluca 1487, Lomas de Bezares'}","{'@type': 'GeoCoordinates', 'latitude': 19.3865773, 'longitude': -99.2473539}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '74'}"
Tacos Xotepingo Revolución ,https://www.ubereats.com/mx-en/store/tacos-xotepingo-revolucion/8wl7Cu_dS26i02elTfZ6Fw,Álvaro Obregón,"['Mexican', 'Latin American', 'New Mexican']",,,,19.35786,-99.18947,+525621228391,01020,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '2:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '10:30', 'closes': '23:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '2:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Álvaro Obregón', 'addressRegion': 'DF', 'postalCode': '01020', 'addressCountry': 'MX', 'streetAddress': 'Avenida Revolución 1356'}","{'@type': 'GeoCoordinates', 'latitude': 19.35786, 'longitude': -99.18947}",{}
La Comer 🛒 (Olivar),https://www.ubereats.com/mx-en/store/la-comer-olivar/mNGLbZdrU5O1Od-UVm7Y7w,Ciudad de México,"['Everyday Essentials', 'Mercado Express', 'Grocery']",4.8,27,,19.334674343643186,-99.22686002979887,+525511223355,1770,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '1770', 'addressCountry': 'MX', 'streetAddress': 'AV DE LAS TORRES 446 SAN JOSE DEL OLIVAR ALVARO OBREGON'}","{'@type': 'GeoCoordinates', 'latitude': 19.334674343643186, 'longitude': -99.22686002979887}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '27'}"
Cupcakesland 🛒🧁(Santa Fe),https://www.ubereats.com/mx-en/store/cupcakesland-santa-fe/suAuB7udVQK0FgVIcFMJjw,Mexico City,"['Bakery', 'Desserts']",,,$,19.369961383324153,-99.28552410551039,+525527554960,05219,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Mexico City', 'postalCode': '05219', 'addressCountry': 'MX', 'streetAddress': 'Calle Constituyente Héctor Victoria 125'}","{'@type': 'GeoCoordinates', 'latitude': 19.369961383324153, 'longitude': -99.28552410551039}",{}
